#Gene	MutNorm	NoMutNorm	MutTum	NoMutTumm	pValue1T	pValue2T	OR	Score
CRMP1 11 209 0 220 0.00042958650804 0.00085917301608 inf 3.36695
ZFHX4 34 186 13 207 0.000883805988698 0.0017676119774 2.91066997519 3.05364
PIK3CG 14 206 2 218 0.00178350696182 0.00356701392365 7.40776699029 2.74873
DCHS2 36 184 17 203 0.00395049010076 0.00790098020151 2.33631713555 2.40335
OBSCN 69 151 44 176 0.00432570775 0.00865141550001 1.82781456954 2.36394
NEFH 63 157 39 181 0.00458221652453 0.00916443304907 1.86232239098 2.33892
TRPS1 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
TMEM132C 10 210 1 219 0.00538005960069 0.0107601192014 10.4285714286 2.26921
PCDHA13 14 206 3 217 0.00556139074564 0.0111227814913 4.91585760518 2.25482
MYH7 31 189 14 206 0.00556960056413 0.0111392011283 2.4134542706 2.25418
SCN8A 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
PCDH17 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
PCDH10 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
PAPPA 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
CUZD1 12 208 2 218 0.00580378214179 0.0116075642836 6.28846153846 2.23629
TTN 141 79 114 106 0.00597229388685 0.0119445877737 1.65956029314 2.22386
MTUS2 19 201 6 214 0.00600508803691 0.0120101760738 3.37147595357 2.22148
PCDHA9 22 198 8 212 0.00637435512917 0.0127487102583 2.94444444444 2.19556
PDZRN3 17 203 5 215 0.00715973724112 0.0143194744822 3.60098522167 2.1451
POU3F4 7 213 0 220 0.00744304744882 0.0148860948976 inf 2.12825
TECTA 20 200 7 213 0.00784237124496 0.0156847424899 3.04285714286 2.10555
PCDHGA6 20 200 7 213 0.00784237124496 0.0156847424899 3.04285714286 2.10555
SLC6A19 13 207 3 217 0.00952178099244 0.0190435619849 4.54267310789 2.02128
GLI3 18 202 6 214 0.00957618654671 0.0191523730934 3.17821782178 2.01881
TNN 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
KIF17 9 211 1 219 0.0100511221052 0.0201022442103 9.34123222749 1.99779
SEMA5B 11 209 2 218 0.0102926786085 0.020585357217 5.73684210526 1.98747
PCDHA7 11 209 2 218 0.0102926786085 0.020585357217 5.73684210526 1.98747
OR4L1 11 209 2 218 0.0102926786085 0.020585357217 5.73684210526 1.98747
HDAC9 11 209 2 218 0.0102926786085 0.020585357217 5.73684210526 1.98747
RYR3 37 183 20 200 0.0112376952455 0.0224753904911 2.0218579235 1.94932
ROBO1 16 204 5 215 0.011577256357 0.023154512714 3.37254901961 1.93639
PCDHA8 16 204 5 215 0.011577256357 0.023154512714 3.37254901961 1.93639
TRIO 26 194 12 208 0.0131246328879 0.0262492657758 2.32302405498 1.88191
SLC18A3 6 214 0 220 0.015094778471 0.0301895569419 inf 1.82117
PVR 6 214 0 220 0.015094778471 0.0301895569419 inf 1.82117
MOK 6 214 0 220 0.015094778471 0.0301895569419 inf 1.82117
LHX6 6 214 0 220 0.015094778471 0.0301895569419 inf 1.82117
GPR45 6 214 0 220 0.015094778471 0.0301895569419 inf 1.82117
FLI1 6 214 0 220 0.015094778471 0.0301895569419 inf 1.82117
MUC16 63 157 43 177 0.0169352120521 0.0338704241043 1.65175529551 1.77121
SIM1 10 210 2 218 0.0180158825295 0.036031765059 5.19047619048 1.74434
PLXND1 10 210 2 218 0.0180158825295 0.036031765059 5.19047619048 1.74434
FBXL7 10 210 2 218 0.0180158825295 0.036031765059 5.19047619048 1.74434
CSMD1 57 163 38 182 0.0183332235286 0.0366664470573 1.67484662577 1.73676
NWD1 15 205 5 215 0.018456477763 0.036912955526 3.14634146341 1.73385
SLC35F3 8 212 1 219 0.0185780145072 0.0371560290144 8.2641509434 1.731
PRDM2 8 212 1 219 0.0185780145072 0.0371560290144 8.2641509434 1.731
PACSIN2 8 212 1 219 0.0185780145072 0.0371560290144 8.2641509434 1.731
HDGFL1 8 212 1 219 0.0185780145072 0.0371560290144 8.2641509434 1.731
GJA8 8 212 1 219 0.0185780145072 0.0371560290144 8.2641509434 1.731
CHST11 8 212 1 219 0.0185780145072 0.0371560290144 8.2641509434 1.731
TNC 25 195 12 208 0.0190212373535 0.038042474707 2.22222222222 1.72076
ZNF814 51 169 33 187 0.0193879565328 0.0387759130657 1.7100591716 1.71247
ADAMTS2 30 190 16 204 0.0209314339905 0.0418628679809 2.01315789474 1.6792
SALL1 22 198 10 210 0.0209893341674 0.0419786683347 2.33333333333 1.678
PCDHA11 22 198 10 210 0.0209893341674 0.0419786683347 2.33333333333 1.678
THBS2 13 207 4 216 0.0223930492945 0.0447860985891 3.39130434783 1.64989
SCN9A 13 207 4 216 0.0223930492945 0.0447860985891 3.39130434783 1.64989
RTL1 13 207 4 216 0.0223930492945 0.0447860985891 3.39130434783 1.64989
PCDHGB3 13 207 4 216 0.0223930492945 0.0447860985891 3.39130434783 1.64989
NIN 19 201 8 212 0.0225933167436 0.0451866334872 2.50497512438 1.64602
AHNAK 31 189 17 203 0.0229561784541 0.0459123569083 1.95860566449 1.6391
AP3D1 16 204 6 214 0.0233573073327 0.0467146146653 2.79738562092 1.63158
SPEG 23 197 11 209 0.0240824903846 0.0481649807692 2.21827411168 1.6183
PCLO 37 183 22 198 0.0247262999395 0.049452599879 1.81967213115 1.60684
